MeasureName,MeasureType,StratificationLevel,StateName,CountyName,ReportYear,Value,Unit,MonitorOnly
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Nebraska,Lincoln,2004,6.9652962962963,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Sangamon,2004,11.7799499443826,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,Elkhart,2004,13.266403823178,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Kanawha,2004,16.1432795698925,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Laurel,2004,11.4740224358974,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Kern,2004,18.9686744927493,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Lincoln,2004,9.74221726190476,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Montana,Gallatin,2004,7.31812962962963,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Dakota,Codington,2004,10.4166973886329,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Maryland,Anne Arundel,2004,15.3348252688172,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,LaPorte,2004,12.0667405582923,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Raleigh,2004,12.4492084826762,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Ventura,2004,12.5423155357805,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Adams,2004,10.6279761904762,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Jersey,Ocean,2004,10.3963942307692,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,Dubois,2004,14.4208046690054,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Lake,2004,10.2532291666667,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Alachua,2004,9.45043103448276,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Mississippi,Lee,2004,11.8230238095238,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Carter,2004,9.54513227513227,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Muskogee,2004,11.1649630541872,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,San Diego,2004,14.0640709324875,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Scioto,2004,12.9497454844007,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,Taylor,2004,7.16017102335929,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alaska,Anchorage,2004,6.99994623655914,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Colorado,Archuleta,2004,5.72096405228758,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Maury,2004,12.0938029100529,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Jefferson,2004,16.1820488721805,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Madison,2004,13.3775658138673,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Minnesota,Dakota,2004,8.14558990147783,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Mexico,Sandoval,2004,7.62857142857143,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Jersey,Essex,2004,13.2387853598015,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Delaware,Kent,2004,12.6256312569522,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New York,Erie,2004,12.9378176638177,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Rock Island,2004,10.3749919871795,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Connecticut,New Haven,2004,15.4331225944598,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Dakota,Burleigh,2004,6.17075732295143,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Washington,Pierce,2004,10.8878902116402,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Fayette,2004,14.3233064516129,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Brooke,2004,16.5714497589915,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Lexington,2004,14.6750433315088,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Escambia,2004,12.6568825031928,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Jefferson,2004,14.8602842809365,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Mississippi,Adams,2004,10.7335254933239,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Russell,2004,16.2527104189841,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Linn,2004,10.1006943906324,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Sacramento,2004,11.7206084457771,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Sullivan,2004,13.1782676224612,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New York,Suffolk,2004,10.6880913978495,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Montana,Flathead,2004,9.974951668701673,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Franklin,2004,12.5432802829355,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Daviess,2004,12.4684744445395,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Caddo,2004,9.92922161172161,µg/m³,1
